event_id,true_master_id,supplier_top1_id,supplier_top1_hit,supplier_top3_hit,supplier_candidates,artwork_top1_id,artwork_top1_hit,artwork_top3_hit,artwork_candidates,supplier_signal_conflict,supplier_conflict_detail,artwork_signal_conflict,artwork_conflict_detail
abt-buy_0056,283,283,True,True,283:0.80|969:0.26|378:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0057,1022,1022,True,True,1022:0.82|1023:0.42|1024:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0058,265,265,True,True,265:0.70|163:0.32|355:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0059,197,197,True,True,197:0.67|54:0.31|673:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0060,120,120,True,True,120:0.62|116:0.31|177:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0061,109,109,True,True,109:0.72|555:0.39|198:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0062,109,109,True,True,109:0.65|555:0.33|198:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0063,228,228,True,True,228:0.79|873:0.34|128:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0064,54,54,True,True,54:0.71|197:0.31|64:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0065,797,797,True,True,797:0.75|798:0.45|802:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0066,122,122,True,True,122:0.74|132:0.27|1023:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0067,126,126,True,True,126:0.72|306:0.36|911:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0068,181,181,True,True,181:0.61|182:0.37|201:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0069,201,201,True,True,201:0.64|181:0.25|901:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0070,182,182,True,True,182:0.59|181:0.36|982:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0071,156,156,True,True,156:0.64|150:0.20|116:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0072,192,192,True,True,192:0.74|191:0.37|790:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0073,147,147,True,True,147:0.53|257:0.37|148:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0074,148,148,True,True,148:0.58|192:0.38|428:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0075,225,225,True,True,225:0.64|392:0.43|255:0.42,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0076,788,788,True,True,788:0.68|265:0.29|778:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0077,118,118,True,True,118:0.58|214:0.30|213:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0078,136,136,True,True,136:0.78|131:0.33|139:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0079,123,123,True,True,123:0.65|757:0.23|126:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0080,85,85,True,True,85:0.63|80:0.31|423:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0081,727,727,True,True,727:0.62|747:0.26|133:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0082,940,940,True,True,940:0.63|133:0.35|80:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0083,799,799,True,True,799:0.75|798:0.36|797:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0084,5,5,True,True,5:0.59|2:0.31|190:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0085,86,86,True,True,86:0.60|85:0.31|587:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0086,323,323,True,True,323:0.78|327:0.25|923:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0087,400,400,True,True,400:0.66|448:0.30|556:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0088,177,177,True,True,177:0.75|171:0.48|61:0.39,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0089,168,168,True,True,168:0.68|61:0.44|177:0.44,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0090,171,171,True,True,171:0.72|177:0.45|61:0.42,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0091,8,8,True,True,8:0.75|37:0.26|508:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0092,800,800,True,True,800:0.73|806:0.42|807:0.42,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0093,183,183,True,True,183:0.74|180:0.29|185:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0094,417,417,True,True,417:0.72|179:0.33|418:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0095,359,359,True,True,359:0.67|179:0.37|419:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0096,418,418,True,True,418:0.47|419:0.27|908:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0097,204,204,True,True,204:0.56|421:0.42|767:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0098,179,179,True,True,179:0.48|174:0.30|417:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0099,180,180,True,True,180:0.62|183:0.32|770:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0100,38,38,True,True,38:0.67|291:0.32|718:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0101,296,296,True,True,296:0.77|196:0.27|835:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0102,835,835,True,True,835:0.76|195:0.35|345:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0103,143,143,True,True,143:0.71|142:0.42|169:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0104,132,132,True,True,132:0.71|373:0.35|143:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0105,153,153,True,True,153:0.65|121:0.32|191:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0106,44,44,True,True,44:0.68|72:0.27|78:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0107,10,10,True,True,10:0.73|12:0.42|11:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0108,249,249,True,True,249:0.73|413:0.37|374:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0109,374,374,True,True,374:0.80|249:0.30|413:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0110,176,176,True,True,176:0.67|282:0.35|175:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0111,1041,1041,True,True,1041:0.67|1008:0.23|141:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0112,952,952,True,True,952:0.65|957:0.35|951:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0113,396,396,True,True,396:0.72|1071:0.26|1014:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0114,6,6,True,True,6:0.77|416:0.22|9:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0115,39,39,True,True,39:0.64|512:0.31|548:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0116,99,99,True,True,99:0.59|85:0.35|423:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0117,45,45,True,True,45:0.71|4:0.25|41:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0118,4,4,True,True,4:0.72|14:0.33|13:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0119,22,22,True,True,22:0.62|151:0.30|1:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0120,14,14,True,True,14:0.65|13:0.41|4:0.36,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0121,34,34,True,True,34:0.74|24:0.39|264:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0122,36,36,True,True,36:0.74|32:0.26|84:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0123,84,84,True,True,84:0.71|216:0.33|217:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0124,27,27,True,True,27:0.84|326:0.25|4:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0125,131,131,True,True,131:0.74|136:0.38|354:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0126,104,104,True,True,104:0.60|204:0.35|174:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0127,352,352,True,True,352:0.71|354:0.43|136:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0128,259,259,True,True,259:0.81|239:0.24|399:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0129,159,159,True,True,159:0.68|158:0.41|32:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0130,151,151,True,True,151:0.69|51:0.26|159:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0131,103,103,True,True,103:0.66|185:0.41|421:0.40,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0132,87,87,True,True,87:0.59|4:0.25|27:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0133,19,19,True,True,19:0.71|37:0.33|76:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0134,47,47,True,True,47:0.71|777:0.24|247:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0135,7,7,True,True,7:0.81|145:0.25|476:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0136,247,247,True,True,247:0.59|246:0.30|297:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0137,246,246,True,True,246:0.47|247:0.26|46:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0138,263,263,True,True,263:0.66|266:0.23|761:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0139,236,236,True,True,236:0.59|237:0.35|692:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0140,260,260,True,True,260:0.78|660:0.26|265:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0141,69,69,True,True,69:0.68|777:0.25|47:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0142,17,17,True,True,17:0.58|489:0.28|1064:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0143,68,68,True,True,68:0.60|56:0.27|50:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0144,56,56,True,True,56:0.62|50:0.42|367:0.37,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0145,430,430,True,True,430:0.68|643:0.21|30:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0146,76,76,True,True,76:0.61|19:0.24|486:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0147,37,37,True,True,37:0.62|114:0.29|76:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0148,588,588,True,True,588:0.67|589:0.44|590:0.39,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0149,590,590,True,True,590:0.67|588:0.39|589:0.39,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0150,589,589,True,True,589:0.67|588:0.44|590:0.39,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0151,668,668,True,True,668:0.74|293:0.33|97:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0152,114,114,True,True,114:0.67|214:0.28|442:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0153,643,643,True,True,643:0.73|137:0.27|43:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0154,164,164,True,True,164:0.72|170:0.33|884:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0155,200,200,True,True,200:0.75|798:0.37|797:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0156,162,162,True,True,162:0.63|368:0.31|416:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0157,138,138,True,True,138:0.56|132:0.25|349:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0158,155,155,True,True,155:0.70|614:0.31|48:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0159,426,426,True,True,426:0.55|416:0.27|424:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0160,402,402,True,True,402:0.73|426:0.36|416:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0161,198,198,True,True,198:0.62|109:0.47|555:0.43,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0162,1050,1050,True,True,1050:0.72|1013:0.41|410:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0163,144,144,True,True,144:0.60|142:0.31|143:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0164,149,149,True,True,149:0.57|173:0.35|780:0.33,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0165,1003,1003,True,True,1003:0.84|994:0.38|780:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0166,1008,1008,True,True,1008:0.64|299:0.23|674:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0167,222,222,True,True,222:0.57|272:0.25|692:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0168,223,223,True,True,223:0.55|273:0.28|303:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0169,664,664,True,True,664:0.68|964:0.36|668:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0170,203,203,True,True,203:0.63|368:0.26|307:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0171,82,82,True,True,82:0.58|48:0.32|49:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0172,173,173,True,True,173:0.77|112:0.31|994:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0173,194,194,True,True,194:0.76|193:0.40|586:0.30,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0174,206,206,True,True,206:0.68|205:0.35|306:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0175,121,121,True,True,121:0.67|153:0.33|191:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0176,888,888,True,True,888:0.63|688:0.21|808:0.20,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0177,150,150,True,True,150:0.57|159:0.21|190:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0178,434,434,True,True,434:0.52|964:0.29|435:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0179,433,433,True,True,433:0.53|434:0.28|435:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0180,366,366,True,True,366:0.78|345:0.33|463:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0181,185,185,True,True,185:0.70|204:0.37|178:0.35,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0182,355,355,True,True,355:0.74|460:0.29|369:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0183,286,286,True,True,286:0.65|188:0.33|986:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0184,145,145,True,True,145:0.82|7:0.25|146:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0185,282,282,True,True,282:0.62|202:0.30|176:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0186,184,184,True,True,184:0.64|221:0.33|357:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0187,206,206,True,True,206:0.75|205:0.37|266:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0188,196,196,True,True,196:0.75|296:0.29|195:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0189,220,220,True,True,220:0.72|460:0.29|426:0.27,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0190,218,218,True,True,218:0.65|321:0.24|128:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0191,427,427,True,True,427:0.66|1060:0.35|729:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0192,398,398,True,True,398:0.78|1070:0.42|598:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0193,372,372,True,True,372:0.75|598:0.35|1031:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0194,784,784,True,True,784:0.66|783:0.48|584:0.21,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0195,234,234,True,True,234:0.73|1031:0.29|598:0.29,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0196,792,792,True,True,792:0.66|894:0.26|627:0.23,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0197,353,353,True,True,353:0.65|352:0.25|354:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0198,209,209,True,True,209:0.62|799:0.27|169:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0199,419,419,True,True,419:0.67|418:0.38|185:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0200,493,493,True,True,493:0.61|793:0.25|893:0.24,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0201,1048,1048,True,True,1048:0.66|88:0.29|81:0.28,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0202,1052,1052,True,True,1052:0.67|512:0.24|52:0.22,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0203,329,329,True,True,329:0.66|428:0.32|790:0.31,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0204,257,257,True,True,257:0.62|281:0.32|251:0.32,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0205,280,280,True,True,280:0.63|257:0.39|281:0.34,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0206,421,421,True,True,421:0.71|422:0.42|420:0.38,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0207,393,393,True,True,393:0.64|785:0.33|891:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0208,318,318,True,True,318:0.68|48:0.28|20:0.25,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
abt-buy_0209,1057,1057,True,True,1057:0.67|432:0.28|63:0.26,1,False,False,1:0.00|2:0.00|3:0.00,False,,False,
