event_id,true_master_id,resolved_id,correct,problem_class,alias_hit,route,confidence,sig_source_agreement,sig_text_match,sig_barcode,overrides,rationale,barcode_verdict,barcode_score,barcode_agreeing,barcode_corrupt_sources,barcode_detail
abt-buy_0013,959,959,True,unresolved,False,reject,0.339,0.0,0.97,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.97, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0014,238,238,True,unresolved,False,reject,0.214,0.0,0.612,0.0,,"reject at 0.21 — source agreement 0.00, text margin 0.61, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0015,824,824,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0016,60,60,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0017,1081,1081,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0018,100,100,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0019,827,827,True,unresolved,False,reject,0.326,0.0,0.931,0.0,,"reject at 0.33 — source agreement 0.00, text margin 0.93, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0020,90,90,True,unresolved,False,reject,0.134,0.0,0.383,0.0,,"reject at 0.13 — source agreement 0.00, text margin 0.38, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0021,26,26,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0022,1080,1080,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0023,408,408,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0024,117,117,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0025,101,101,True,unresolved,False,reject,0.322,0.0,0.919,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.92, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0026,195,195,True,unresolved,False,reject,0.291,0.0,0.83,0.0,,"reject at 0.29 — source agreement 0.00, text margin 0.83, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0027,125,125,True,unresolved,False,reject,0.326,0.0,0.931,0.0,,"reject at 0.33 — source agreement 0.00, text margin 0.93, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0028,93,93,True,unresolved,False,reject,0.063,0.0,0.181,0.0,retrieval_ambiguous,reject at 0.06 — held back by: top two candidates within 0.072,insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0029,91,91,True,unresolved,False,reject,0.085,0.0,0.242,0.0,,"reject at 0.08 — source agreement 0.00, text margin 0.24, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0030,435,435,True,unresolved,False,reject,0.178,0.0,0.51,0.0,,"reject at 0.18 — source agreement 0.00, text margin 0.51, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0031,92,92,True,unresolved,False,reject,0.105,0.0,0.3,0.0,,"reject at 0.11 — source agreement 0.00, text margin 0.30, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0032,96,96,True,unresolved,False,reject,0.177,0.0,0.507,0.0,,"reject at 0.18 — source agreement 0.00, text margin 0.51, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0033,97,97,True,unresolved,False,reject,0.204,0.0,0.582,0.0,,"reject at 0.20 — source agreement 0.00, text margin 0.58, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0034,199,199,True,unresolved,False,reject,0.265,0.0,0.758,0.0,,"reject at 0.27 — source agreement 0.00, text margin 0.76, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0035,759,759,True,unresolved,False,reject,0.296,0.0,0.845,0.0,,"reject at 0.30 — source agreement 0.00, text margin 0.84, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0036,107,107,True,unresolved,False,reject,0.223,0.0,0.638,0.0,,"reject at 0.22 — source agreement 0.00, text margin 0.64, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0037,729,729,True,unresolved,False,reject,0.12,0.0,0.344,0.0,,"reject at 0.12 — source agreement 0.00, text margin 0.34, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0038,1004,1004,True,unresolved,False,reject,0.299,0.0,0.854,0.0,,"reject at 0.30 — source agreement 0.00, text margin 0.85, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0039,1065,1065,True,unresolved,False,reject,0.304,0.0,0.868,0.0,,"reject at 0.30 — source agreement 0.00, text margin 0.87, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0040,410,410,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0041,410,410,True,unresolved,False,reject,0.272,0.0,0.778,0.0,,"reject at 0.27 — source agreement 0.00, text margin 0.78, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0042,110,110,True,unresolved,False,reject,0.241,0.0,0.688,0.0,,"reject at 0.24 — source agreement 0.00, text margin 0.69, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0043,293,293,True,unresolved,False,reject,0.238,0.0,0.68,0.0,,"reject at 0.24 — source agreement 0.00, text margin 0.68, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0044,111,111,True,unresolved,False,reject,0.204,0.0,0.584,0.0,,"reject at 0.20 — source agreement 0.00, text margin 0.58, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0045,50,50,True,unresolved,False,reject,0.199,0.0,0.57,0.0,,"reject at 0.20 — source agreement 0.00, text margin 0.57, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0046,1072,1072,True,unresolved,False,reject,0.343,0.0,0.98,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.98, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0047,404,404,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0048,994,994,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0049,58,58,True,unresolved,False,reject,0.271,0.0,0.773,0.0,,"reject at 0.27 — source agreement 0.00, text margin 0.77, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0050,57,57,True,unresolved,False,reject,0.199,0.0,0.569,0.0,,"reject at 0.20 — source agreement 0.00, text margin 0.57, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0051,78,78,True,unresolved,False,reject,0.209,0.0,0.597,0.0,,"reject at 0.21 — source agreement 0.00, text margin 0.60, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0052,72,72,True,unresolved,False,reject,0.211,0.0,0.604,0.0,,"reject at 0.21 — source agreement 0.00, text margin 0.60, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0053,345,345,True,unresolved,False,reject,0.319,0.0,0.91,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.91, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0054,163,163,True,unresolved,False,reject,0.348,0.0,0.993,0.0,,"reject at 0.35 — source agreement 0.00, text margin 0.99, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0055,77,77,True,unresolved,False,reject,0.164,0.0,0.468,0.0,,"reject at 0.16 — source agreement 0.00, text margin 0.47, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0056,283,283,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0057,1022,1022,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0058,265,265,True,unresolved,False,reject,0.337,0.0,0.964,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.96, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0059,197,197,True,unresolved,False,reject,0.315,0.0,0.9,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.90, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0060,120,120,True,unresolved,False,reject,0.276,0.0,0.788,0.0,,"reject at 0.28 — source agreement 0.00, text margin 0.79, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0061,109,109,True,unresolved,False,reject,0.29,0.0,0.828,0.0,,"reject at 0.29 — source agreement 0.00, text margin 0.83, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0062,109,109,True,unresolved,False,reject,0.277,0.0,0.792,0.0,,"reject at 0.28 — source agreement 0.00, text margin 0.79, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0063,228,228,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0064,54,54,True,unresolved,False,reject,0.349,0.0,0.998,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0065,797,797,True,unresolved,False,reject,0.262,0.0,0.748,0.0,,"reject at 0.26 — source agreement 0.00, text margin 0.75, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0066,122,122,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0067,126,126,True,unresolved,False,reject,0.313,0.0,0.895,0.0,,"reject at 0.31 — source agreement 0.00, text margin 0.89, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0068,181,181,True,unresolved,False,reject,0.211,0.0,0.604,0.0,,"reject at 0.21 — source agreement 0.00, text margin 0.60, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0069,201,201,True,unresolved,False,reject,0.336,0.0,0.959,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.96, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0070,182,182,True,unresolved,False,reject,0.198,0.0,0.567,0.0,,"reject at 0.20 — source agreement 0.00, text margin 0.57, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0071,156,156,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0072,192,192,True,unresolved,False,reject,0.317,0.0,0.904,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.90, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0073,147,147,True,unresolved,False,reject,0.139,0.0,0.398,0.0,,"reject at 0.14 — source agreement 0.00, text margin 0.40, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0074,148,148,True,unresolved,False,reject,0.17,0.0,0.485,0.0,,"reject at 0.17 — source agreement 0.00, text margin 0.49, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0075,225,225,True,unresolved,False,reject,0.191,0.0,0.545,0.0,,"reject at 0.19 — source agreement 0.00, text margin 0.55, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0076,788,788,True,unresolved,False,reject,0.343,0.0,0.979,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.98, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0077,118,118,True,unresolved,False,reject,0.248,0.0,0.708,0.0,,"reject at 0.25 — source agreement 0.00, text margin 0.71, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0078,136,136,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0079,123,123,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0080,85,85,True,unresolved,False,reject,0.279,0.0,0.796,0.0,,"reject at 0.28 — source agreement 0.00, text margin 0.80, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0081,727,727,True,unresolved,False,reject,0.318,0.0,0.907,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.91, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0082,940,940,True,unresolved,False,reject,0.239,0.0,0.682,0.0,,"reject at 0.24 — source agreement 0.00, text margin 0.68, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0083,799,799,True,unresolved,False,reject,0.344,0.0,0.983,0.0,,"reject at 0.34 — source agreement 0.00, text margin 0.98, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0084,5,5,True,unresolved,False,reject,0.246,0.0,0.704,0.0,,"reject at 0.25 — source agreement 0.00, text margin 0.70, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0085,86,86,True,unresolved,False,reject,0.26,0.0,0.743,0.0,,"reject at 0.26 — source agreement 0.00, text margin 0.74, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0086,323,323,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0087,400,400,True,unresolved,False,reject,0.307,0.0,0.877,0.0,,"reject at 0.31 — source agreement 0.00, text margin 0.88, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0088,177,177,True,unresolved,False,reject,0.238,0.0,0.679,0.0,,"reject at 0.24 — source agreement 0.00, text margin 0.68, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0089,168,168,True,unresolved,False,reject,0.209,0.0,0.596,0.0,,"reject at 0.21 — source agreement 0.00, text margin 0.60, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0090,171,171,True,unresolved,False,reject,0.235,0.0,0.671,0.0,,"reject at 0.23 — source agreement 0.00, text margin 0.67, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0091,8,8,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0092,800,800,True,unresolved,False,reject,0.268,0.0,0.765,0.0,,"reject at 0.27 — source agreement 0.00, text margin 0.76, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0093,183,183,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0094,417,417,True,unresolved,False,reject,0.348,0.0,0.993,0.0,,"reject at 0.35 — source agreement 0.00, text margin 0.99, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0095,359,359,True,unresolved,False,reject,0.262,0.0,0.748,0.0,,"reject at 0.26 — source agreement 0.00, text margin 0.75, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0096,418,418,True,unresolved,False,reject,0.174,0.0,0.498,0.0,,"reject at 0.17 — source agreement 0.00, text margin 0.50, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0097,204,204,True,unresolved,False,reject,0.118,0.0,0.338,0.0,,"reject at 0.12 — source agreement 0.00, text margin 0.34, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0098,179,179,True,unresolved,False,reject,0.153,0.0,0.437,0.0,,"reject at 0.15 — source agreement 0.00, text margin 0.44, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0099,180,180,True,unresolved,False,reject,0.262,0.0,0.748,0.0,,"reject at 0.26 — source agreement 0.00, text margin 0.75, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0100,38,38,True,unresolved,False,reject,0.306,0.0,0.874,0.0,,"reject at 0.31 — source agreement 0.00, text margin 0.87, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0101,296,296,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0102,835,835,True,unresolved,False,reject,0.35,0.0,1.0,0.0,,"reject at 0.35 — source agreement 0.00, text margin 1.00, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0103,143,143,True,unresolved,False,reject,0.246,0.0,0.704,0.0,,"reject at 0.25 — source agreement 0.00, text margin 0.70, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
abt-buy_0104,132,132,True,unresolved,False,reject,0.32,0.0,0.916,0.0,,"reject at 0.32 — source agreement 0.00, text margin 0.92, barcode insufficient_data",insufficient_data,0.0,,master|supplier,"only 0 checksum-valid barcode(s) available; corrupt reading from master, supplier"
