event_id,true_master_id,brand_artwork_vs_supplier,brand_artwork_vs_master,brand_supplier_vs_master,brand_all_agree,quantity_artwork_vs_supplier,quantity_artwork_vs_master,quantity_supplier_vs_master,quantity_all_agree,gtin_artwork_vs_supplier,gtin_artwork_vs_master,gtin_supplier_vs_master,gtin_all_agree,fields_fully_agreed,fields_compared,agreement_score,cross_check_status,artwork_fields_wrong_vs_master,supplier_fields_wrong_vs_master
abt-buy_0028,93,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0029,91,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0030,435,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0031,92,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0032,96,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0033,97,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0034,199,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0035,759,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0036,107,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0037,729,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0038,1004,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0039,1065,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0040,410,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0041,410,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0042,110,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0043,293,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0044,111,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0045,50,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0046,1072,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0047,404,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0048,994,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0049,58,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0050,57,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0051,78,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0052,72,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0053,345,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0054,163,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0055,77,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0056,283,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0057,1022,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0058,265,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0059,197,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0060,120,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0061,109,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0062,109,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0063,228,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0064,54,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0065,797,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0066,122,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0067,126,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0068,181,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0069,201,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0070,182,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0071,156,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0072,192,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0073,147,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0074,148,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0075,225,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0076,788,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0077,118,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0078,136,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0079,123,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0080,85,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0081,727,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0082,940,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0083,799,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0084,5,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0085,86,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0086,323,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0087,400,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0088,177,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0089,168,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0090,171,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0091,8,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0092,800,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0093,183,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0094,417,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0095,359,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0096,418,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0097,204,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0098,179,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0099,180,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0100,38,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0101,296,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0102,835,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0103,143,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0104,132,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0105,153,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0106,44,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0107,10,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0108,249,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0109,374,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0110,176,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0111,1041,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0112,952,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0113,396,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0114,6,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0115,39,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0116,99,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0117,45,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0118,4,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0119,22,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0120,14,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0121,34,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0122,36,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0123,84,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0124,27,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0125,131,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0126,104,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0127,352,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0128,259,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0129,159,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0130,151,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0131,103,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0132,87,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0133,19,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0134,47,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0135,7,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0136,247,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0137,246,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0138,263,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0139,236,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0140,260,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0141,69,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0142,17,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0143,68,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0144,56,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0145,430,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0146,76,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0147,37,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0148,588,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0149,590,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0150,589,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0151,668,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0152,114,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0153,643,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0154,164,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0155,200,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0156,162,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0157,138,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0158,155,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0159,426,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0160,402,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0161,198,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0162,1050,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0163,144,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0164,149,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0165,1003,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0166,1008,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0167,222,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0168,223,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0169,664,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0170,203,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0171,82,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0172,173,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0173,194,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0174,206,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0175,121,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0176,888,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0177,150,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0178,434,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0179,433,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0180,366,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0181,185,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0182,355,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0183,286,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0184,145,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0185,282,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0186,184,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0187,206,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0188,196,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0189,220,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0190,218,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0191,427,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0192,398,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0193,372,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0194,784,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0195,234,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0196,792,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0197,353,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0198,209,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0199,419,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0200,493,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0201,1048,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0202,1052,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0203,329,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0204,257,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0205,280,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0206,421,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0207,393,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0208,318,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0209,1057,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0210,360,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0211,432,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0212,787,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0213,244,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0214,258,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0215,221,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0216,188,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0217,67,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0218,108,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0219,186,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0220,229,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0221,212,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0222,230,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0223,211,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0224,287,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0225,420,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0226,213,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0227,248,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0228,214,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0229,245,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0230,339,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0231,1074,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0232,375,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0233,1051,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0234,838,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0235,174,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0236,251,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0237,241,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0238,377,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0239,267,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0240,289,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0241,559,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0242,507,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0243,271,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0244,290,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0245,309,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0246,269,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0247,268,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0248,270,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0249,253,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0250,231,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0251,141,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0252,52,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0253,112,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0254,187,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0255,1054,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0256,361,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0257,969,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0258,137,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
abt-buy_0259,224,False,False,False,False,False,False,False,False,False,False,True,False,0,3,0.0,disagreement,3,2
